,MetroAreaID,MedianSalesPrice,Area,lat_long,centroid,distance
290,1004,452490.0,Raleigh,"(35.704113, -78.887913)","(35.884766, -78.625053)",31.086945936632706 km
291,1001,528990.0,Maryland,"(38.6112, -77.0121)","(52.2296756, -21.0122287)",4509.347528247162 km
292,1004,585490.0,Raleigh,"(35.6782, -78.8709)","(35.884766, -78.625053)",31.927463117192413 km
293,1010,337400.0,Columbia,"(33.961442, -81.261359)","(34.0007, -81.0348)",21.3833267708572 km
294,1007,318900.0,Atlanta,"(33.792961, -84.475672)","(33.748783, -84.388168)",9.4717186089566 km
295,1007,421900.0,Atlanta,"(34.0, -84.1485)","(33.748783, -84.388168)",35.611136020357954 km
296,1000,812990.0,Northern Virginia,"(39.106722, -77.581028)","(38.8051, -77.047)",57.13070221588383 km
297,1001,430490.0,Maryland,"(38.993052, -76.823246)","(52.2296756, -21.0122287)",4470.213495949985 km
298,1007,534900.0,Atlanta,"(34.010998, -84.360947)","(33.748783, -84.388168)",29.193767356878446 km
299,1000,857490.0,Northern Virginia,"(38.907833, -77.496722)","(38.8051, -77.047)",40.66819104964146 km
300,1000,717990.0,Northern Virginia,"(38.907639, -77.497972)","(38.8051, -77.047)",40.7663819481183 km
301,1010,241400.0,Columbia,"(33.917912, -81.328175)","(34.0007, -81.0348)",28.62901156133804 km
302,1000,711690.0,Northern Virginia,"(38.953935, -77.416642)","(38.8051, -77.047)",36.08046274496378 km
303,1010,272900.0,Columbia,"(34.004661, -81.239475)","(34.0007, -81.0348)",18.913362959850023 km
304,1013,389150.0,Aiken/Augusta,"(33.678327, -81.966967)","(33.5076, -81.8604)",21.364188759675947 km
305,1012,187900.0,Greenville/Spartanburg,"(34.901119, -82.081609)","(34.8959, -82.2172)",12.406634434716617 km
306,1000,934490.0,Northern Virginia,"(38.7972531, -77.6523484)","(38.8051, -77.047)",52.59271546370725 km
307,1010,291400.0,Columbia,"(34.181955, -80.903033)","(34.0007, -81.0348)",23.49687851875138 km
308,1007,443447.5,Atlanta,"(34.168071, -84.431162)","(33.748783, -84.388168)",46.6775786104929 km
309,1001,527490.0,Maryland,"(38.8208, -76.7835)","(52.2296756, -21.0122287)",4479.3191825925005 km
311,1011,331300.0,Charlotte,"(34.988974, -81.043826)","(35.227085, -80.843124)",32.13471757953517 km
312,1008,739900.0,Charleston,"(32.80667, -79.88833)","(32.776566, -79.930923)",5.202338753320181 km
313,1010,313900.0,Columbia,"(34.144558, -80.802329)","(34.0007, -81.0348)",26.741356115236144 km
314,1010,267900.0,Columbia,"(33.913455, -81.290165)","(34.0007, -81.0348)",25.510494763814688 km
315,1010,282900.0,Columbia,"(34.120418, -80.806795)","(34.0007, -81.0348)",24.888064839212156 km
316,1010,356400.0,Columbia,"(34.144558, -80.802329)","(34.0007, -81.0348)",26.741356115236144 km
317,1013,276900.0,Aiken/Augusta,"(33.582816, -81.77637)","(33.5076, -81.8604)",11.423813153281548 km
318,1000,696740.0,Northern Virginia,"(38.953935, -77.416642)","(38.8051, -77.047)",36.08046274496378 km
319,1006,325390.0,Richmond,"(37.6162, -77.521)","(37.54129, -77.434769)",11.275803895831249 km
320,1000,511990.0,Northern Virginia,"(39.095541, -77.534782)","(38.8051, -77.047)",53.17491293639201 km
321,1013,224400.0,Aiken/Augusta,"(33.5237447, -81.8765853)","(33.5076, -81.8604)",2.3382963395454497 km
322,1007,574900.0,Atlanta,"(34.11373, -84.530147)","(33.748783, -84.388168)",42.555626505873185 km
323,1000,488490.0,Northern Virginia,"(38.564368, -77.269246)","(38.8051, -77.047)",32.986131832406684 km
324,1007,417900.0,Atlanta,"(34.168071, -84.431162)","(33.748783, -84.388168)",46.6775786104929 km
325,1011,351300.0,Charlotte,"(34.988974, -81.043826)","(35.227085, -80.843124)",32.13471757953517 km
326,1010,291900.0,Columbia,"(33.913455, -81.290165)","(34.0007, -81.0348)",25.510494763814688 km
327,1010,259900.0,Columbia,"(34.117881, -80.80629)","(34.0007, -81.0348)",24.7790023328479 km
328,1010,229900.0,Columbia,"(34.181955, -80.903033)","(34.0007, -81.0348)",23.49687851875138 km
329,1010,330400.0,Columbia,"(33.913455, -81.290165)","(34.0007, -81.0348)",25.510494763814688 km
330,1011,378392.0,Charlotte,"(35.023497, -80.863341)","(35.227085, -80.843124)",22.66168394191967 km
331,1010,343400.0,Columbia,"(34.187516, -81.014363)","(34.0007, -81.0348)",20.808040527945 km
332,1010,260900.0,Columbia,"(34.156478, -80.967833)","(34.0007, -81.0348)",18.35172442623197 km
333,1003,317490.0,Charlottesville,"(38.1014224, -78.4591042)","(38.033554, -78.50798)",8.668606830698964 km
334,1007,390400.0,Atlanta,"(34.168071, -84.431162)","(33.748783, -84.388168)",46.6775786104929 km
335,1010,362900.0,Columbia,"(33.905958, -81.165443)","(34.0007, -81.0348)",16.008366649698054 km
336,1000,574990.0,Northern Virginia,"(38.959184, -77.332334)","(38.8051, -77.047)",30.092703428745136 km
337,1007,600900.0,Atlanta,"(34.010998, -84.360947)","(33.748783, -84.388168)",29.193767356878446 km
338,1010,272900.0,Columbia,"(34.205036, -80.737904)","(34.0007, -81.0348)",35.55634784696825 km
339,1000,931990.0,Northern Virginia,"(38.874942, -77.514116)","(38.8051, -77.047)",41.28997397892732 km
340,1010,268900.0,Columbia,"(33.917912, -81.328175)","(34.0007, -81.0348)",28.62901156133804 km
341,1013,244900.0,Aiken/Augusta,"(33.593076, -81.824541)","(33.5076, -81.8604)",10.04839088810054 km
342,1006,328240.0,Richmond,"(37.6479, -77.4565)","(37.54129, -77.434769)",11.987143272525444 km
343,1013,268400.0,Aiken/Augusta,"(33.593076, -81.824541)","(33.5076, -81.8604)",10.04839088810054 km
344,1010,262900.0,Columbia,"(33.952038, -80.931322)","(34.0007, -81.0348)",10.980674894252274 km
345,1010,281400.0,Columbia,"(34.181955, -80.903033)","(34.0007, -81.0348)",23.49687851875138 km
346,1010,358400.0,Columbia,"(34.187516, -81.014363)","(34.0007, -81.0348)",20.808040527945 km
347,1003,764900.0,Charlottesville,"(37.9996, -78.3869)","(38.033554, -78.50798)",11.280549410493409 km
348,1003,513900.0,Charlottesville,"(37.9995, -78.211)","(38.033554, -78.50798)",26.351125140953243 km
349,1001,615490.0,Maryland,"(39.0246, -76.7273)","(52.2296756, -21.0122287)",4461.51138300659 km
350,1012,272900.0,Greenville/Spartanburg,"(34.871957, -82.166797)","(34.8959, -82.2172)",5.318473462409634 km
351,1007,382512.5,Atlanta,"(34.168071, -84.431162)","(33.748783, -84.388168)",46.6775786104929 km
352,1010,252900.0,Columbia,"(33.952038, -80.931322)","(34.0007, -81.0348)",10.980674894252274 km
353,1010,292400.0,Columbia,"(34.122649, -80.81733)","(34.0007, -81.0348)",24.208280337222007 km
354,1010,277900.0,Columbia,"(33.995136, -81.340495)","(34.0007, -81.0348)",28.248988343205895 km
355,1010,219900.0,Columbia,"(34.178924, -80.774466)","(34.0007, -81.0348)",31.11353614685348 km
356,1004,526990.0,Raleigh,"(35.6782, -78.8709)","(35.884766, -78.625053)",31.927463117192413 km
357,1001,419990.0,Maryland,"(38.6317, -76.9751)","(52.2296756, -21.0122287)",4505.408944670754 km
358,1010,338400.0,Columbia,"(34.004661, -81.239475)","(34.0007, -81.0348)",18.913362959850023 km
359,1001,547990.0,Maryland,"(38.8208, -76.7835)","(52.2296756, -21.0122287)",4479.3191825925005 km
360,1010,431900.0,Columbia,"(34.178023, -81.005597)","(34.0007, -81.0348)",19.853157097220127 km
361,1010,364400.0,Columbia,"(33.961442, -81.261359)","(34.0007, -81.0348)",21.3833267708572 km
362,1001,448990.0,Maryland,"(38.8917, -76.8407)","(52.2296756, -21.0122287)",4478.351576242803 km
363,1008,688900.0,Charleston,"(32.676819, -79.961005)","(32.776566, -79.930923)",11.415669036575675 km
364,1010,279900.0,Columbia,"(34.122649, -80.81733)","(34.0007, -81.0348)",24.208280337222007 km
365,1007,613392.5,Atlanta,"(34.11373, -84.530147)","(33.748783, -84.388168)",42.555626505873185 km
366,1001,549990.0,Maryland,"(38.6317, -76.9751)","(52.2296756, -21.0122287)",4505.408944670754 km
367,1010,402400.0,Columbia,"(33.905958, -81.165443)","(34.0007, -81.0348)",16.008366649698054 km
368,1012,258900.0,Greenville/Spartanburg,"(34.901119, -82.081609)","(34.8959, -82.2172)",12.406634434716617 km
369,1004,506490.0,Raleigh,"(35.9740288, -78.9760817)","(35.884766, -78.625053)",33.190444875191545 km
370,1011,521600.0,Charlotte,"(35.023497, -80.863341)","(35.227085, -80.843124)",22.66168394191967 km
371,1010,299900.0,Columbia,"(33.995136, -81.340495)","(34.0007, -81.0348)",28.248988343205895 km
372,1010,458900.0,Columbia,"(34.178023, -81.005597)","(34.0007, -81.0348)",19.853157097220127 km
373,1001,579490.0,Maryland,"(39.1253, -77.1667)","(52.2296756, -21.0122287)",4484.581426903131 km
374,1013,242900.0,Aiken/Augusta,"(33.582816, -81.77637)","(33.5076, -81.8604)",11.423813153281548 km
375,1013,316900.0,Aiken/Augusta,"(33.54691, -81.783014)","(33.5076, -81.8604)",8.407525802689742 km
376,1013,250400.0,Aiken/Augusta,"(33.593076, -81.824541)","(33.5076, -81.8604)",10.04839088810054 km
377,1006,337740.0,Richmond,"(37.6092, -77.4621)","(37.54129, -77.434769)",7.914464970489038 km
378,1016,423137.0,Orlando,"(28.513897, -81.15571)","(28.538336, -81.379234)",22.045543325473535 km
379,1010,228400.0,Columbia,"(33.98179, -80.881181)","(34.0007, -81.0348)",14.347664510850057 km
380,1004,540490.0,Raleigh,"(35.713269, -78.887334)","(35.884766, -78.625053)",30.3999243371661 km
381,1010,207900.0,Columbia,"(34.181446, -80.905019)","(34.0007, -81.0348)",23.354081952891427 km
382,1010,254900.0,Columbia,"(33.870033, -81.210458)","(34.0007, -81.0348)",21.767385710447932 km
383,1010,240400.0,Columbia,"(33.952038, -80.931322)","(34.0007, -81.0348)",10.980674894252274 km
384,1000,661990.0,Northern Virginia,"(38.864415, -77.363472)","(38.8051, -77.047)",28.256402669388933 km
385,1000,522990.0,Northern Virginia,"(38.564368, -77.269246)","(38.8051, -77.047)",32.986131832406684 km
386,1010,213400.0,Columbia,"(34.178924, -80.774466)","(34.0007, -81.0348)",31.11353614685348 km
387,1008,316900.0,Charleston,"(32.8750827, -79.9935297)","(32.776566, -79.930923)",12.399019027440323 km
388,1011,370000.0,Charlotte,"(35.023497, -80.863341)","(35.227085, -80.843124)",22.66168394191967 km
389,1010,286900.0,Columbia,"(33.952038, -80.931322)","(34.0007, -81.0348)",10.980674894252274 km
390,1010,350400.0,Columbia,"(33.961442, -81.261359)","(34.0007, -81.0348)",21.3833267708572 km
391,1011,250500.0,Charlotte,"(35.589713, -80.983004)","(35.227085, -80.843124)",42.191419171198596 km
392,1000,600990.0,Northern Virginia,"(38.4305, -77.4289)","(38.8051, -77.047)",53.2485419990901 km
393,1003,401800.0,Charlottesville,"(38.0655, -78.6852)","(38.033554, -78.50798)",15.954233156598445 km
394,1010,240900.0,Columbia,"(33.913455, -81.290165)","(34.0007, -81.0348)",25.510494763814688 km
395,1010,239900.0,Columbia,"(33.995136, -81.340495)","(34.0007, -81.0348)",28.248988343205895 km
396,1011,406000.0,Charlotte,"(35.033053, -80.872506)","(35.227085, -80.843124)",21.692419569834193 km
397,1000,612190.0,Northern Virginia,"(39.054844, -77.462364)","(38.8051, -77.047)",45.45209618827713 km
398,1010,210084.5,Columbia,"(33.98179, -80.881181)","(34.0007, -81.0348)",14.347664510850057 km
399,1000,539490.0,Northern Virginia,"(38.953935, -77.416642)","(38.8051, -77.047)",36.08046274496378 km
400,1010,272400.0,Columbia,"(34.004661, -81.239475)","(34.0007, -81.0348)",18.913362959850023 km
401,1008,687900.0,Charleston,"(32.342205, -80.916079)","(32.776566, -79.930923)",104.30834355178328 km
402,1011,404250.0,Charlotte,"(35.026513, -80.667104)","(35.227085, -80.843124)",27.432706025429354 km
403,1010,195900.0,Columbia,"(33.98179, -80.881181)","(34.0007, -81.0348)",14.347664510850057 km
404,1008,730900.0,Charleston,"(32.342205, -80.916079)","(32.776566, -79.930923)",104.30834355178328 km
405,1000,545990.0,Northern Virginia,"(38.959184, -77.332334)","(38.8051, -77.047)",30.092703428745136 km
406,1013,272900.0,Aiken/Augusta,"(33.593076, -81.824541)","(33.5076, -81.8604)",10.04839088810054 km
407,1013,319400.0,Aiken/Augusta,"(33.678327, -81.966967)","(33.5076, -81.8604)",21.364188759675947 km
408,1010,286400.0,Columbia,"(34.004661, -81.239475)","(34.0007, -81.0348)",18.913362959850023 km
409,1008,717400.0,Charleston,"(32.342205, -80.916079)","(32.776566, -79.930923)",104.30834355178328 km
410,1001,327990.0,Maryland,"(38.3004, -76.5499)","(52.2296756, -21.0122287)",4499.323821077806 km
411,1004,483990.0,Raleigh,"(35.7945, -78.9401)","(35.884766, -78.625053)",30.17389469080778 km
412,1012,242900.0,Greenville/Spartanburg,"(34.725073, -82.222818)","(34.8959, -82.2172)",18.95802368359314 km
413,1000,866490.0,Northern Virginia,"(38.907833, -77.496722)","(38.8051, -77.047)",40.66819104964146 km
414,1000,940490.0,Northern Virginia,"(38.7972531, -77.6523484)","(38.8051, -77.047)",52.59271546370725 km
415,1000,721490.0,Northern Virginia,"(38.959184, -77.332334)","(38.8051, -77.047)",30.092703428745136 km
